,age,job,marital,education,default,balance,housing,loan
9136,37,4,0,2,0,168,1,0
33030,40,4,1,2,0,640,1,0
17076,34,9,0,1,0,1301,1,0
44500,36,8,2,3,0,417,0,0
13094,29,3,1,0,0,7,0,1
11716,50,9,0,2,0,261,0,0
26652,38,9,1,1,0,1696,0,0
20002,40,9,1,1,0,8844,0,0
44412,38,4,1,2,0,238,0,0
19662,31,4,2,2,0,53,1,0
31273,26,4,2,1,0,651,0,1
10846,55,1,1,0,0,0,0,0
4011,27,4,2,2,1,0,1,0
42085,70,5,1,1,0,2384,0,0
40666,32,7,2,1,0,6857,0,0
34987,34,2,2,1,0,339,1,0
39523,37,10,1,2,0,7620,0,0
10613,40,0,1,1,0,538,0,0
9296,34,4,2,2,0,125,1,1
34047,38,4,1,2,0,613,0,0
21318,30,9,2,1,0,796,1,1
32260,39,1,1,2,0,200,1,0
15652,44,4,1,2,0,1590,1,1
24560,41,10,1,0,0,557,1,0
39927,44,1,1,1,0,878,1,0
9053,58,5,0,1,0,219,0,0
42283,56,5,1,0,0,9367,0,0
10594,36,1,2,0,0,3214,1,0
27591,30,9,1,1,0,817,1,0
6291,29,1,1,0,0,715,1,0
33298,38,0,2,3,0,31,0,0
36815,24,8,2,2,0,603,1,0
18899,33,9,2,1,0,116,0,1
20795,40,9,0,1,0,275,0,0
16320,42,6,1,2,0,-426,1,0
20669,44,9,2,1,0,244,1,0
16388,28,7,2,1,0,651,0,1
36774,29,4,1,2,0,13186,1,0
19731,51,3,1,0,0,1138,0,0
8030,44,7,1,1,0,808,1,0
2521,54,7,1,1,0,1301,1,0
31729,33,7,1,1,0,0,1,1
26153,56,4,1,2,0,412,0,0
2629,41,1,0,1,0,14,1,1
26739,49,1,1,0,1,-98,1,0
22561,56,0,1,1,0,150,0,0
24846,47,4,0,1,0,0,1,0
26948,30,0,1,1,0,5220,1,0
11540,46,11,2,3,0,63,0,0
27585,34,4,1,2,0,731,1,0
27073,31,7,2,1,0,831,1,0
23075,47,7,1,1,0,284,0,0
10189,57,3,1,0,0,2234,0,0
18543,35,1,0,0,0,4401,1,0
45164,35,7,1,2,0,4655,0,0
11277,45,5,1,0,0,1152,0,0
18505,28,4,1,2,0,22,1,0
3839,34,9,2,2,0,586,1,0
13534,35,6,1,1,0,734,0,1
23868,33,9,2,2,0,176,0,0
11581,28,1,1,0,0,182,1,0
13479,36,9,1,1,0,264,1,1
32726,36,1,1,0,0,733,1,0
44633,65,5,0,0,0,1840,0,0
40076,43,4,1,2,0,2987,0,0
33012,35,9,2,1,0,362,1,0
1292,41,11,2,0,0,2398,1,0
7769,39,4,1,2,0,564,1,0
31697,40,0,1,1,0,2591,1,1
17633,48,0,1,1,0,933,0,0
36966,40,1,1,0,0,1397,1,0
13165,41,0,1,1,0,120,0,1
948,31,4,1,1,0,2019,0,0
31766,37,9,1,1,0,720,1,0
7526,33,7,1,1,0,1785,1,0
6230,42,7,1,1,0,-43,1,1
12668,32,1,0,0,0,4805,0,1
3762,33,1,0,1,0,-131,1,0
6379,60,1,1,0,0,93,0,1
23090,30,9,2,1,0,7,0,0
10276,35,1,1,1,0,728,1,0
34434,29,4,2,2,0,1514,1,0
10261,44,9,1,2,0,1454,0,0
24853,33,4,1,2,0,0,1,0
41872,47,1,1,1,0,820,0,0
42745,38,3,0,1,0,70,0,0
6300,31,4,1,2,0,1230,1,0
16803,35,1,1,0,0,0,1,0
23744,36,9,1,2,1,63,0,0
19763,33,3,1,0,0,0,0,0
2688,28,1,1,0,0,15,1,0
40867,28,9,2,2,0,0,1,0
37749,34,1,2,1,0,1351,1,0
8080,36,1,1,1,0,426,1,0
19807,33,9,2,1,0,5833,1,0
9883,42,3,0,1,0,314,0,0
35379,34,1,1,3,0,0,1,0
2029,42,1,1,1,0,333,1,0
10250,48,1,1,0,0,3304,0,0
13508,42,3,1,1,0,808,1,0
13490,48,9,1,1,0,-205,1,1
22165,60,5,1,1,0,404,0,0
85,51,1,1,0,0,173,1,0
14101,49,1,1,1,0,3728,1,0
37409,60,4,1,0,0,-70,1,0
7904,38,9,2,1,0,-143,1,0
271,40,1,0,0,0,0,1,0
32809,31,7,1,1,0,371,1,1
20051,47,0,1,1,0,73,0,0
41649,74,5,1,0,0,4286,0,0
25472,46,1,0,1,0,138,0,0
33143,56,10,0,1,0,283,1,1
15385,28,4,2,1,0,-994,1,1
36187,40,9,2,1,0,374,1,1
9726,51,5,1,0,0,610,0,0
22223,35,9,1,1,0,905,0,1
21139,32,9,1,1,0,-1,0,0
12333,42,1,1,1,0,160,1,1
43219,25,1,2,1,0,509,0,0
321,49,1,1,3,0,403,1,0
43326,58,1,1,0,0,1965,0,0
18531,58,4,1,1,0,-382,0,0
41968,39,4,2,2,0,416,0,0
22486,30,9,1,2,0,296,0,0
25550,35,10,2,1,1,-126,0,0
9823,38,1,2,3,0,840,0,0
25310,40,6,1,2,0,642,0,0
45123,49,9,1,1,0,308,0,0
17023,33,1,2,1,0,0,0,0
44072,39,4,0,2,0,224,0,0
35493,41,1,1,1,0,424,1,0
26008,32,9,1,2,0,0,1,0
3182,58,4,1,2,0,44,1,0
36714,39,4,2,2,0,5073,1,0
22317,38,9,1,2,0,664,0,0
44736,37,1,2,1,0,292,0,0
11660,38,1,2,1,0,3054,0,0
6137,32,7,1,1,0,-124,0,0
31185,47,4,1,2,0,1147,0,0
44398,34,0,1,2,0,69,0,1
37512,32,9,2,2,0,0,1,1
38406,26,9,2,1,0,626,1,0
33088,42,1,1,3,0,732,1,0
37216,34,1,2,1,0,-231,1,0
6966,57,11,1,3,0,327,1,0
36145,55,0,1,2,0,59,1,0
1537,29,3,2,1,0,718,1,0
17216,53,2,2,3,0,202,0,0
37172,42,1,2,1,0,1080,1,1
4513,37,4,2,3,0,715,1,0
32897,34,1,1,0,0,3986,1,0
1533,50,9,2,2,0,0,1,0
34346,31,4,2,2,0,12857,1,0
34510,22,8,2,1,0,562,1,0
29773,28,1,1,1,0,127,1,1
22002,30,9,2,1,0,790,0,0
9595,35,0,1,1,0,640,0,0
20216,52,11,1,0,0,5521,0,0
44400,29,4,1,2,0,198,1,0
1301,28,9,1,0,0,-58,1,0
30502,42,4,0,2,0,1775,1,0
6141,53,9,1,1,0,-725,1,0
35816,41,2,1,2,0,10,1,0
30393,59,9,1,3,0,0,0,0
1896,57,6,1,2,1,-3313,1,1
12346,55,3,1,0,0,43,0,1
655,33,1,1,1,0,-349,1,0
36203,58,0,0,1,0,3058,1,0
20292,41,9,2,1,0,134,0,1
14149,60,5,0,1,0,1099,0,0
40641,66,5,1,2,0,0,0,0
21574,57,5,1,0,0,3288,0,0
30627,66,9,1,1,0,0,0,0
2548,55,0,0,3,0,789,1,0
7017,31,0,1,1,0,439,0,0
15602,51,0,1,1,0,0,0,0
19473,30,9,1,2,0,2283,0,0
9376,31,9,2,3,0,694,1,0
29116,42,4,2,2,0,336,1,0
44037,27,8,2,1,0,1423,0,0
32506,54,1,1,0,0,1895,1,0
24296,49,7,1,1,0,1084,1,0
39916,32,4,1,1,0,625,1,0
29333,41,1,0,0,0,320,1,0
35978,43,1,1,0,0,60,0,0
39558,27,9,2,1,0,405,0,0
39482,30,9,2,1,0,156,1,0
28401,51,4,1,1,0,873,0,0
40084,31,7,1,1,0,447,0,0
9602,48,7,0,0,0,927,0,0
8400,26,0,2,1,0,317,1,0
3285,40,1,1,1,0,8150,1,0
43644,56,4,0,2,0,2037,0,0
23786,36,9,1,1,0,432,1,0
5966,45,1,1,1,0,0,1,0
18220,52,4,1,1,0,0,0,0
26599,40,10,0,1,0,452,0,0
36989,39,4,1,2,0,942,1,0
4286,41,1,1,3,0,665,1,0
39397,59,4,0,2,1,0,0,0
35760,35,4,2,2,0,642,0,0
26594,59,10,1,0,0,13836,0,0
39306,49,0,1,1,0,880,1,1
8340,40,10,1,1,0,1960,1,0
26524,43,1,0,0,0,3550,0,0
37136,48,1,1,1,0,865,1,0
29888,46,1,1,1,0,182,0,0
21905,34,9,2,1,0,112,0,0
33786,39,0,1,1,0,732,0,0
39175,47,7,0,1,0,-1730,1,1
8935,39,1,1,0,0,0,1,0
39277,33,1,1,0,0,-132,1,1
31495,34,1,2,1,0,13408,0,0
18547,59,5,1,0,0,-266,1,1
11568,59,3,1,0,0,1071,0,0
40007,39,4,1,2,0,5142,0,0
28818,32,7,0,1,0,130,1,0
6750,29,0,1,1,0,36,1,0
35464,42,0,2,1,0,2790,1,0
32518,43,0,1,1,0,264,1,0
28673,27,7,1,1,0,1304,0,0
4643,39,1,1,0,0,1411,1,0
44326,29,4,1,2,0,135,0,0
29239,58,5,1,1,0,158,1,1
35788,44,1,1,1,0,1343,1,1
13601,49,4,1,2,0,0,0,0
9255,49,0,1,1,0,1677,0,0
32852,38,9,1,1,0,710,1,0
1731,41,1,1,0,0,406,1,0
8380,30,0,2,1,0,3809,1,0
5317,36,9,2,1,0,9068,1,0
10977,36,2,0,1,0,251,0,0
38026,36,4,1,2,0,2178,1,0
31711,53,1,1,1,0,2531,1,0
16907,57,2,1,2,0,1681,0,0
9234,55,10,1,2,0,457,1,0
30188,30,1,2,0,0,296,0,0
7456,59,5,1,1,0,9976,1,0
35843,50,4,2,2,0,709,1,0
21041,35,3,1,1,0,495,0,0
28856,39,4,1,1,0,1585,1,0
665,41,1,1,1,0,140,1,0
30194,30,1,2,1,0,574,0,0
30360,33,6,2,1,0,238,1,1
41080,44,4,1,2,0,226,1,0
42630,30,9,1,2,0,2166,0,0
3997,26,1,2,0,0,-579,1,0
8769,39,1,1,1,0,1386,1,1
16537,51,4,1,2,0,22557,1,0
44758,28,0,1,1,0,1595,0,0
40761,32,6,2,2,0,1815,0,0
20047,31,9,2,1,0,2846,0,0
5941,31,9,1,1,0,1032,1,0
40787,31,0,2,1,0,423,0,0
30446,42,6,1,1,0,513,0,0
1577,40,0,1,1,0,523,1,1
21966,35,9,1,1,0,179,0,1
41797,46,4,1,2,0,37378,1,0
38523,29,1,1,1,0,-114,1,0
21514,41,6,1,1,0,1,0,0
6136,52,0,1,1,0,876,0,0
4676,59,2,1,2,0,705,1,0
42004,71,9,1,2,0,383,0,0
19578,51,1,1,0,0,2315,0,0
29103,38,7,2,1,0,-196,1,0
21507,48,4,1,2,0,4060,0,0
37209,40,1,1,1,0,1023,1,0
30733,45,0,1,1,0,285,0,0
23218,39,9,2,2,0,0,0,0
21046,42,4,0,2,0,245,0,0
43681,31,9,2,1,0,1282,0,0
34835,30,4,0,2,0,415,1,1
37851,35,4,2,2,0,478,1,0
13371,41,7,0,1,0,0,1,0
30316,45,4,1,3,0,169,0,0
10383,40,7,1,1,0,1291,0,1
4436,53,7,1,0,0,574,1,0
16479,48,4,1,2,0,291,1,0
12391,60,5,0,0,0,95,0,1
39583,48,4,0,2,0,17964,1,0
5037,32,1,1,1,0,-325,1,1
20358,42,4,1,2,0,1161,0,0
12012,39,0,2,1,0,6512,0,0
36116,37,7,1,1,0,217,1,0
14462,35,9,1,1,0,0,1,0
41181,34,4,1,2,0,4859,0,0
12376,55,5,1,0,0,2,0,0
14831,45,9,2,1,0,-55,0,0
33707,56,10,1,0,0,3391,0,0
18551,31,1,1,1,0,1030,1,0
36551,37,4,0,1,0,1655,1,0
37165,50,0,1,0,0,246,1,0
24911,36,9,1,1,0,1345,1,0
3433,35,9,0,2,0,0,1,0
11729,56,5,2,1,0,4365,0,0
34974,28,0,2,1,0,177,1,1
27251,37,1,1,1,0,2066,1,1
4819,32,4,1,2,0,0,1,0
21753,53,0,1,3,0,0,0,0
30979,44,10,1,0,1,-43,1,0
32794,32,9,2,1,0,801,1,0
27797,41,4,1,2,0,226,0,0
38864,33,7,1,1,0,-52,1,0
10385,40,9,1,1,0,8379,0,0
12208,36,8,2,1,0,904,0,0
36072,43,4,0,2,0,221,1,0
9138,58,0,1,3,0,4318,0,0
11836,53,5,1,0,0,3975,0,0
36498,41,4,1,0,0,362,1,0
25119,49,1,2,0,1,-2604,1,0
19175,35,4,0,2,0,473,0,1
8487,23,1,2,1,0,1311,1,0
16995,32,0,1,1,0,0,0,0
10586,40,1,1,1,0,876,0,0
9658,39,1,1,1,0,497,0,0
2727,38,1,1,3,0,113,0,0
12340,36,1,2,0,0,367,0,0
44345,28,0,2,1,0,261,1,1
7565,35,1,2,0,0,293,1,0
5398,33,7,0,1,1,339,1,0
8570,26,1,2,1,1,-36,1,0
45184,63,5,1,1,0,1495,0,0
18509,54,0,1,1,0,812,1,1
41420,69,5,0,1,0,6850,0,0
33607,54,1,1,0,0,489,1,1
37291,28,9,2,2,0,1026,1,0
30984,40,1,1,0,0,3462,1,0
44119,26,8,2,1,0,1164,0,0
26692,40,0,1,1,0,2574,1,0
19501,48,9,2,1,0,-347,0,1
8051,55,5,1,1,0,3948,0,0
11076,46,5,0,1,0,865,0,0
27704,50,9,1,0,0,-315,0,1
6574,53,9,0,1,0,392,1,0
17438,26,4,2,1,0,63,0,0
20236,33,4,2,2,0,0,0,0
26649,45,9,1,1,0,999,1,0
33857,31,4,2,2,0,4319,1,0
4727,35,1,1,1,0,514,1,0
13213,33,4,2,2,0,0,1,0
24803,32,0,2,2,0,170,0,0
36910,45,4,1,2,0,677,1,0
19764,37,9,2,1,0,980,0,0
24173,31,2,2,1,0,0,0,0
25465,33,4,1,2,0,1148,0,0
33365,40,9,2,2,0,825,1,0
24957,58,5,0,1,0,63,0,0
10859,53,3,1,1,0,1060,0,0
8253,48,10,1,0,0,1849,1,0
21749,50,9,1,2,0,329,0,0
2888,53,5,1,0,0,383,1,0
25369,34,9,2,2,0,2047,1,0
18103,55,1,2,1,0,197,0,0
28650,29,4,2,2,0,475,0,0
16799,47,9,1,2,0,1430,1,0
29595,39,1,1,3,0,295,1,0
32638,34,4,1,2,0,436,1,0
5620,49,6,1,1,0,1878,1,1
13594,48,9,2,1,0,469,0,1
30792,36,9,2,1,0,1102,0,0
34452,30,6,2,2,0,0,1,0
25763,51,1,1,0,0,863,0,0
23953,41,0,1,1,1,-120,0,0
5666,34,1,1,1,0,-436,1,0
16034,33,0,1,1,0,252,1,0
31426,33,4,2,2,0,215,1,0
2205,29,0,2,1,0,382,1,0
31554,61,9,1,2,0,0,0,0
32179,38,4,2,2,0,6158,1,0
33466,58,7,2,1,0,1430,1,0
40081,25,0,2,1,0,1871,0,0
25461,58,6,1,2,0,8014,1,0
6023,52,1,0,1,0,306,1,0
38177,52,1,1,1,0,1039,1,1
27353,54,1,1,1,0,-10,1,0
1646,35,1,2,1,0,40,1,0
39842,32,9,1,2,0,0,1,0
36384,36,10,2,1,0,1806,1,0
24209,36,9,0,1,0,3296,1,0
12448,31,1,1,1,0,652,0,1
12617,30,1,1,0,0,5956,1,1
22605,60,1,1,0,0,0,0,0
31730,28,9,2,1,0,922,1,0
8157,50,9,1,1,0,669,1,0
10890,42,1,1,1,0,193,1,0
3813,30,6,2,1,0,299,1,0
24191,57,0,1,1,0,0,1,0
39236,59,5,0,0,0,47,1,0
5589,31,1,1,0,0,-848,1,0
42929,42,0,0,1,0,490,1,0
21673,43,9,1,1,0,227,1,1
8078,39,4,2,2,0,1682,1,0
23770,60,9,0,1,0,-50,0,0
39286,32,1,2,3,0,258,1,0
42852,44,9,2,2,0,678,0,0
7524,24,8,2,1,0,7,1,0
20543,52,1,1,0,0,273,1,0
31912,43,1,1,1,0,664,1,0
41311,33,9,2,2,0,3689,0,0
106,47,9,1,2,0,151,1,0
3094,50,10,1,1,0,-13,1,0
24641,48,4,1,1,0,-1157,0,1
22370,35,9,0,1,0,308,0,0
12768,45,9,1,1,0,268,0,0
1928,32,4,2,2,0,4,1,0
17028,35,9,2,2,0,470,1,0
43065,28,9,2,1,0,154,1,0
9286,37,4,1,2,0,636,0,1
14638,45,1,0,0,0,-207,0,0
9742,58,3,1,2,0,1280,0,1
42800,43,6,1,2,0,2501,0,0
30491,57,10,1,1,0,3754,0,0
37924,33,0,2,1,0,315,1,1
13792,37,4,2,1,0,1981,0,0
19071,33,9,2,2,0,0,0,0
3196,52,9,0,0,0,1500,0,0
4578,34,1,2,0,0,709,1,0
31171,36,9,1,1,0,6384,1,1
7380,38,9,1,1,0,381,1,0
34705,35,0,1,0,0,-229,1,0
33014,40,9,1,1,0,1270,0,0
9889,45,1,1,0,0,900,1,0
808,56,5,2,0,0,223,1,0
12801,35,7,2,1,0,2110,0,1
42744,52,7,1,1,0,992,1,0
6283,34,1,1,1,0,-76,1,0
810,36,1,1,1,0,-251,1,0
34743,35,0,0,1,0,404,1,0
7442,47,1,1,1,0,762,1,0
44767,83,5,0,0,0,4565,0,0
19462,43,4,1,2,0,11754,0,0
33290,44,1,1,1,1,105,1,0
12436,56,9,1,2,0,3082,1,1
29823,45,1,0,1,0,1951,1,0
39883,56,7,0,1,0,935,0,0
43787,52,4,1,2,0,388,0,0
27183,33,1,1,0,0,2456,1,0
31465,39,9,0,1,0,688,1,1
23669,36,4,1,2,0,200,0,0
35937,41,4,1,1,0,41,1,0
7192,32,7,2,1,0,187,1,0
3914,29,4,2,2,0,0,0,0
12197,47,10,0,2,0,780,0,0
22107,41,9,0,1,0,988,0,0
25058,45,4,2,2,0,16,0,0
27830,53,6,1,2,0,1672,0,0
34486,37,1,1,1,0,288,1,0
22832,51,10,1,1,0,1052,0,0
29532,33,7,1,2,0,546,1,1
23379,58,5,1,1,0,235,0,0
31223,33,1,2,1,0,1925,1,0
20988,47,9,0,1,0,691,0,0
25760,35,4,2,2,0,304,1,0
2811,46,1,2,1,0,2401,1,0
40724,58,10,1,1,0,687,1,0
29412,49,4,0,2,0,4961,1,0
9511,55,3,1,0,0,1870,0,0
22770,41,4,1,2,0,51,0,0
29338,45,0,0,1,0,479,0,0
42403,39,9,1,1,0,2983,0,0
34859,46,7,0,1,0,281,1,1
18714,46,9,1,1,0,499,1,0
31461,36,2,2,1,0,45,1,0
7735,37,4,2,2,0,614,1,0
3831,35,9,1,1,0,523,1,1
32449,39,0,0,1,0,284,1,1
30341,28,7,2,1,0,1820,1,0
42978,58,9,1,1,0,589,1,0
43667,20,8,2,1,0,291,0,0
22482,52,9,1,1,0,2944,0,0
4824,38,9,1,1,0,0,1,0
32630,51,4,1,2,0,615,1,0
4826,39,9,1,1,0,597,1,0
21291,58,1,1,1,0,0,0,0
5893,38,2,0,2,0,504,1,0
13771,33,0,1,1,0,0,1,0
40468,37,9,1,1,0,1824,1,0
41531,45,4,1,2,0,786,0,0
207,41,4,1,2,0,517,1,0
25165,39,7,1,1,0,173,1,0
41051,69,5,1,0,0,579,0,0
7134,40,7,1,1,0,1938,0,0
9666,47,3,1,0,0,389,0,0
14138,52,7,1,1,0,5,1,1
32267,33,4,1,2,0,322,1,0
23141,54,1,1,0,0,1111,0,0
44135,20,8,2,0,0,134,0,0
36018,36,9,1,1,0,432,1,0
24620,47,4,1,1,0,794,1,1
27625,47,0,1,1,0,6695,0,0
23900,31,4,2,2,0,96,0,0
31411,57,3,1,0,0,571,0,0
39693,51,3,1,1,0,2239,0,0
38517,38,1,0,1,0,226,1,0
5238,33,1,1,1,0,1138,1,1
44715,27,7,2,1,0,44,0,0
30665,53,1,1,3,0,593,0,0
18731,32,7,1,0,0,-109,1,0
32467,48,4,1,1,0,117,1,0
40612,67,4,1,3,0,65,0,0
14908,30,0,2,1,0,-36,0,0
44818,37,0,1,1,0,529,1,0
43243,64,10,0,1,0,588,0,0
18757,35,7,1,1,0,377,0,1
15735,31,1,1,1,0,-498,1,0
21815,46,9,1,2,0,591,0,0
40530,29,9,1,1,0,1599,1,0
36839,58,1,1,0,0,1596,1,0
33092,43,7,1,1,0,1625,1,0
26258,31,10,1,2,0,3640,0,0
44383,30,8,2,1,0,3096,0,0
11977,46,7,0,1,0,0,0,0
36100,36,2,2,1,0,866,1,0
43846,28,7,2,1,0,168,0,0
25660,38,1,1,0,0,-459,1,1
12209,36,1,1,1,0,873,1,0
21610,56,4,1,2,0,982,0,0
29253,31,10,2,0,0,1,0,0
34547,38,1,2,1,0,2032,1,0
8735,44,1,1,0,0,924,1,0
43764,47,0,1,1,0,368,0,0
33288,35,4,2,2,0,62,1,0
14634,34,9,1,1,0,0,1,0
25032,31,4,1,2,0,271,0,0
42206,52,9,1,2,0,1785,0,0
45163,71,5,1,1,0,2064,0,0
17552,54,2,1,2,0,84,0,0
27590,31,7,1,1,1,-158,1,0
42691,28,4,1,2,0,893,0,0
16017,56,1,1,1,0,345,1,0
6860,57,1,1,0,0,1502,1,0
25425,51,9,1,1,0,3899,1,1
36553,55,9,1,1,0,-14,1,0
4114,59,1,0,0,0,457,1,0
26531,53,6,0,1,0,8112,1,1
32593,31,1,1,1,0,658,1,1
34709,54,1,1,0,0,1357,1,1
34621,31,0,1,1,0,33,1,0
5795,45,1,1,0,0,18,1,0
40701,41,0,1,2,0,1536,0,0
25609,59,4,1,3,0,3428,1,1
40488,32,0,1,1,0,51,1,1
12277,31,9,1,2,0,1197,1,0
28311,34,2,2,2,0,-185,0,0
28841,53,0,1,1,0,-375,1,0
7299,50,4,1,3,0,914,1,0
30441,55,1,1,1,0,1765,1,0
23545,50,1,1,0,0,403,0,0
16161,32,9,1,1,0,476,1,0
37279,35,10,2,1,0,2116,1,0
39421,29,4,2,2,0,428,0,0
15651,31,7,1,1,0,0,1,1
37025,33,0,1,1,0,17,1,0
29002,43,9,1,1,0,576,0,0
8646,35,0,1,1,0,-87,1,0
8927,43,7,1,1,0,1450,1,0
6587,37,1,1,1,0,115,1,1
35208,40,1,2,1,0,322,1,0
31972,30,1,2,0,0,464,1,0
37328,52,7,1,0,0,306,1,0
3808,29,1,2,0,0,105,1,0
25637,53,5,1,2,0,1452,0,1
4218,49,4,1,2,0,68,1,1
29210,43,4,1,2,0,0,0,0
30705,46,9,1,0,0,718,1,0
4248,48,1,1,0,0,6489,1,0
16300,52,1,1,1,0,1027,0,0
11957,47,4,1,2,0,3556,1,0
30110,32,4,2,2,0,156,1,0
22337,58,7,0,1,0,183,0,0
33455,73,5,1,0,0,253,0,0
20285,38,9,0,1,0,410,0,0
14843,25,7,2,1,0,93,0,0
16882,27,9,1,1,0,0,1,1
40966,69,3,2,3,0,2493,0,0
36029,57,6,1,0,0,-34,1,1
43509,38,9,2,1,0,1711,0,0
24061,32,0,1,1,0,8749,1,1
11871,56,3,1,0,0,954,0,0
41804,45,3,1,0,0,8692,1,0
40180,51,9,1,2,0,1315,0,0
42161,55,1,1,1,0,12401,0,0
17707,53,0,1,1,0,1815,0,0
36581,53,0,2,1,0,545,1,0
7361,34,4,0,2,0,500,1,0
36693,55,0,1,1,0,859,0,0
23884,31,9,1,1,0,13,0,0
44408,30,7,2,2,0,1788,0,0
12457,57,3,1,0,0,53,0,0
24623,41,1,1,1,0,271,1,0
23794,35,9,1,2,0,358,0,0
32649,34,9,1,1,0,1641,1,0
43682,24,9,2,1,0,598,0,0
4008,55,11,1,2,0,0,0,0
41785,43,4,1,2,0,1188,0,0
27976,36,4,1,2,0,0,1,0
5382,29,7,1,1,0,-753,1,1
7152,34,9,0,2,0,1242,1,0
32030,25,8,2,1,0,1765,1,0
42147,33,0,1,1,0,0,0,0
9829,45,5,2,2,0,212,0,0
14623,42,1,1,1,0,1,0,0
8572,47,1,0,0,0,126,1,0
2229,31,1,0,1,0,387,1,0
32792,37,2,1,1,0,209,1,0
38476,39,1,1,0,0,315,1,0
23834,47,6,1,1,0,0,0,0
19936,38,9,1,2,0,-1,0,0
33180,34,4,2,2,0,-362,1,1
15801,43,10,1,1,0,3,0,0
23035,32,4,2,2,0,5167,0,0
28294,30,7,2,1,0,193,1,0
27158,39,11,2,3,0,2822,0,0
43678,31,1,1,1,0,136,0,0
19200,33,6,1,0,0,0,0,0
11078,36,1,2,1,0,2596,0,0
11949,53,1,1,1,0,-214,1,0
28129,26,8,2,1,0,782,0,0
15657,34,0,2,1,0,181,1,0
34782,56,4,1,2,0,563,1,0
23344,32,4,0,2,0,4393,0,0
26934,52,4,0,2,0,0,0,0
9770,39,4,1,2,0,2810,0,0
17075,41,1,1,1,0,113,0,0
23034,30,9,2,1,0,9645,0,1
28035,45,1,1,0,0,103,0,0
24650,36,4,1,2,0,7,1,0
6366,32,1,1,0,1,-275,1,1
44954,32,4,1,2,0,927,0,0
22679,43,9,1,1,0,136,0,0
23403,53,4,0,2,0,253,0,0
7259,23,9,1,1,0,8254,1,0
36045,54,2,1,0,0,943,1,1
659,38,4,1,3,0,1349,1,0
30447,45,9,1,1,0,858,0,0
3239,41,6,1,1,0,149,1,0
3552,25,1,2,1,0,0,1,0
11177,28,9,0,2,0,594,1,1
14713,31,6,2,1,0,0,1,0
8555,43,9,2,2,0,27733,1,0
19137,44,4,1,2,0,1788,0,0
487,59,4,0,2,0,-76,1,1
15592,38,4,1,2,0,1482,1,1
23658,35,9,2,1,0,230,0,0
13631,50,0,1,0,0,-75,0,1
39186,27,1,2,1,0,2752,1,0
21179,34,4,0,2,0,0,0,0
36654,58,1,2,1,0,119,1,1
6781,29,9,2,1,1,-397,1,0
38949,57,0,1,1,0,403,1,0
17125,44,4,1,2,0,446,0,0
40504,37,4,1,2,0,3737,0,0
4598,37,1,2,0,0,6969,1,0
41204,34,0,1,1,0,1406,1,0
44637,45,9,1,1,0,814,0,0
2874,41,1,1,0,0,1654,1,0
21188,42,3,1,1,0,327,0,0
4815,36,9,2,1,0,1053,1,0
41611,43,4,0,2,0,2367,0,0
15095,28,1,1,1,0,379,0,1
31506,32,0,2,1,0,471,0,1
209,42,5,1,1,0,56,1,0
26969,30,1,2,0,0,1395,1,0
34625,45,7,0,1,0,343,1,0
28812,52,4,1,2,0,1355,1,0
33060,33,1,1,0,0,-3,1,0
32070,34,1,2,1,0,47,1,0
43473,44,7,1,0,0,2557,1,0
41640,55,9,0,1,0,929,0,1
5806,31,7,1,1,0,-309,1,0
38211,33,7,0,1,0,1156,1,0
12127,53,1,1,3,0,111,0,0
540,46,1,1,1,0,71,1,0
39898,51,6,1,1,0,4920,0,0
22980,47,1,1,0,0,0,0,0
31873,53,1,1,0,0,1090,1,0
41413,72,4,1,1,0,6199,0,0
37730,43,9,1,1,0,38,1,0
28043,27,8,2,1,0,760,0,0
22078,34,3,1,1,1,0,0,0
32136,47,10,0,1,1,342,1,0
19853,38,4,1,2,0,328,0,0
33916,59,4,1,2,0,1729,0,0
28455,46,1,1,1,0,-3,1,0
26672,36,0,1,1,0,1954,1,1
30369,46,0,1,1,0,939,0,0
42437,81,5,1,1,0,93,0,0
440,49,7,1,0,0,61,1,0
696,40,0,1,1,0,6,1,0
498,44,1,1,1,0,-99,1,0
16690,29,4,1,2,0,1022,1,0
25410,35,9,1,1,0,2019,1,1
13171,50,9,1,0,0,-315,0,1
19647,47,7,1,0,0,675,0,0
43034,46,4,1,2,0,349,0,0
29222,36,10,1,1,0,608,1,0
134,28,10,2,2,0,0,1,0
34352,37,8,2,3,0,444,0,0
28801,36,7,2,1,0,511,1,1
40407,51,4,1,2,0,812,0,0
23159,52,1,1,0,0,359,0,0
28946,43,0,1,1,0,877,1,0
21909,33,4,2,2,0,432,0,0
34130,46,9,1,3,0,3914,1,0
35139,32,1,2,1,0,1402,1,0
33027,29,1,1,0,0,459,1,1
24670,52,9,0,1,0,0,0,0
39050,55,5,0,2,0,0,0,0
20050,46,1,1,0,0,7982,0,0
16417,42,1,1,0,0,1532,1,0
40248,54,1,1,1,0,21,0,0
36479,33,1,1,1,0,-253,1,0
8004,49,6,1,1,0,294,1,0
38760,29,7,2,1,0,-79,1,1
33333,33,1,1,1,0,3458,1,0
8911,40,7,1,1,0,113,1,0
17710,25,7,2,1,0,88,1,0
29343,51,9,1,1,0,100,0,0
41423,73,5,2,1,0,1050,0,0
35123,57,4,1,0,0,2911,1,1
28218,27,0,2,2,0,73,0,0
